"","ReasonA","ReasonB","Choice","Respondent"
"187","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","48557271"
"188","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason A is better","49143671"
"189","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","49143671"
"190","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason A is better","49143671"
"191","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason A is better","49143671"
"192","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","49143671"
"193","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason A is better","51360649"
"194","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason B is better","51360649"
"195","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason B is better","51360649"
"196","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason A is better","51360649"
"197","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason B is better","51360649"
"198","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason B is better","5158317"
"199","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason A is better","5158317"
"200","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason A is better","5158317"
"201","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason B is better","5158317"
"202","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","5158317"
"203","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","55273032"
"204","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason A is better","55273032"
"205","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","55273032"
"206","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","55273032"
"207","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason B is better","55273032"
"208","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","58108630"
"209","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason A is better","58108630"
"210","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","I am not sure","58108630"
"211","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","I am not sure","58108630"
"212","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","I am not sure","58108630"
"213","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","I am not sure","58108630"
"214","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","5851228"
"215","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason B is better","5851228"
"216","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason A is better","5851228"
"217","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","5851228"
"218","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason B is better","5851228"
"219","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","58790488"
"220","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason B is better","58790488"
"221","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","I am not sure","58790488"
"222","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason A is better","58790488"
"223","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","I am not sure","58790488"
"224","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason A is better","60791141"
"225","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","I am not sure","60791141"
"226","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason A is better","60791141"
"227","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","60791141"
"228","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","63046158"
"229","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","I am not sure","63046158"
"230","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","I am not sure","63046158"
"231","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason B is better","63046158"
"232","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","63046158"
"233","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","I am not sure","63314151"
"234","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason A is better","63314151"
"235","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason A is better","63314151"
"236","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason A is better","63314151"
"237","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason B is better","63314151"
"238","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","I am not sure","63660471"
"239","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","63660471"
"240","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason A is better","63660471"
"241","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason A is better","63660471"
"242","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason B is better","63660471"
"243","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason B is better","6651633"
"244","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason B is better","6651633"
"245","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason A is better","6651633"
"246","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason A is better","6651633"
"247","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","I am not sure","6651633"
"248","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","67888868"
"249","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason B is better","67888868"
"250","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Reason A is better","67888868"
"251","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","67888868"
"252","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","67888868"
"253","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason B is better","70409911"
"254","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason B is better","70409911"
"255","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason A is better","70409911"
"256","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Reason A is better","70409911"
"257","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","70409911"
"258","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","70592920"
"259","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","70592920"
"260","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason A is better","70592920"
"261","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Reason B is better","70592920"
"262","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","70592920"
"263","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason B is better","70889548"
"264","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Reason B is better","70889548"
"265","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","I am not sure","72010453"
"266","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","I am not sure","72010453"
"267","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","I am not sure","72010453"
"268","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Reason A is better","72529955"
"269","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","UCL is a multi-disciplinary university, home to centres of teaching excellence in subjects from medicine to languages, law to engineering and history to astrophysics. We encourage interdisciplinary study and believe that all areas of study can inform and enrich each other.","Reason B is better","72529955"
"270","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","There are plenty of opportunities to study abroad for a term or a year - around 25% of our students spend some time in another country as part of their degree programme.","Reason B is better","72529955"
"271","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Reason A is better","72529955"
"272","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","We are a world-leader in research, with outstanding results in the most recent Research Excellence Framework (REF) 2014.","Reason A is better","72529955"
"273","There has been at least one Nobel Laureate from the UCL community every decade since the establishment of the prizes in 1901.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason A is better","73851846"
"274","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","We are one of the world's very best universities, consistently placed in the global top 20 in a wide range of world rankings. Currently we are 10th in the QS World University Rankings (2019) and 3rd in Europe in the Shanghai Jiao Tong Academic World Rankings (2018).","Reason B is better","73851846"
"275","UCL Careers offers professional help and advice to students seeking employment, work experience placements or further study, and our Alumni Relations office facilitates networking to help UCL graduates in their chosen careers.","Around 90% of UCL graduates enter work or further study within six months of graduating (data taken from the Destinations of Leavers from Higher Education survey undertaken by the Higher Education Statistics Agency (HESA), looking at destinations of UK and EU graduates in the 2017 cohort).","Reason B is better","75091154"
"276","Our central London location gives our students access not only to the best in entertainment and nightlife, but also to cultural and academic resources. We are close to, and have teaching and research links with, countless hospitals, museums, galleries, libraries and professional bodies. In fact, London has been ranked, for the second year running, as the best city in the world for students (QS Best Student Cities 2017, 2018)!","Around 41% of our students come from outside the UK, from more than 150 countries, and UCL has a friendly and cosmopolitan atmosphere. We work hard to embed a global perspective in all our teaching.","I am not sure","75091154"
"277","UCL Innovation & Enterprise, our centre for entrepreneurship, offers training, networking, competitions and business support for UCL students seeking to start their own business.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","Reason A is better","75091154"
"278","We have found that intellectually curious students learn best when they experience first-hand the challenges of conducting research - so initiatives like the Connected Curriculum scheme aim to ensure that our students can take an active part in the thriving research culture at UCL.","Our innovative Global Citizenship programme gives our students the chance to learn new skills, working on interdisciplinary projects related to our Grand Challenges.","I am not sure","75091154"
