"age","gender","education","income"
29,"Male",12,8
30,"Female",12,11.40350914
30,"Male",16,21.63461494
29,"Female",18,26.9970417
30,"Male",12,6.923077106
29,"Male",12,13.33418846
30,"Female",18,17.30769157
29,"Female",13,12.01923084
30,"Male",13,42.52958679
30,"Male",8,20
30,"Male",8,7.211538315
29,"Female",12,7.884615421
29,"Male",6,38.46154022
29,"Female",12,14.42307663
30,"Male",16,25.48077011
29,"Male",12,21.63461494
29,"Male",12,10.57692337
30,"Male",18,29.80769157
30,"Male",9,14.42307663
30,"Male",6,3
30,"Female",16,40.86538315
29,"Male",8,5.769230843
30,"Male",12,12.5
29,"Male",12,28.84615326
30,"Male",13,37.01922989
29,"Male",13,11.96581173
30,"Female",12,8.25
29,"Female",9,4.567307472
29,"Male",13,20.19230843
29,"Male",13,14.42307663
30,"Male",8,12.01923084
29,"Male",6,16.82692337
29,"Male",12,18.26922989
29,"Male",13,21.15384674
29,"Female",14,13.94230747
29,"Male",12,15.86538506
30,"Male",13,14.42307663
29,"Male",11,10.57692337
30,"Male",12,11.53846169
29,"Female",18,24.03846169
30,"Male",9,9.615385056
30,"Male",12,47.43589783
29,"Male",13,14.42403889
30,"Male",12,9.615385056
29,"Female",13,13.94230747
29,"Female",12,14.42307663
30,"Male",16,19.71153831
29,"Male",12,6.798756599
29,"Female",16,8.974358559
29,"Female",12,9.615385056
29,"Female",12,25.64102554
29,"Female",11,8.17307663
30,"Male",14,24.03846169
30,"Male",11,8.269230843
29,"Male",11,9.615385056
30,"Female",12,8.653845787
30,"Female",18,11.81538486
29,"Male",11,12.82051277
30,"Male",11,15.38461494
29,"Male",11,19.23077011
29,"Male",12,14.42307663
29,"Female",14,20.67307663
30,"Male",12,7.211538315
30,"Female",11,6.971153736
30,"Male",12,16.82692337
30,"Male",12,4.807692528
29,"Male",13,9.615385056
30,"Male",16,26.20192337
30,"Female",12,19.23077011
29,"Female",13,20.19230843
30,"Male",16,33.17307663
29,"Male",16,36.05769348
30,"Male",12,17.78846169
30,"Male",11,9.230769157
29,"Male",12,10
29,"Female",13,9.615385056
30,"Male",13,7.371794701
30,"Female",12,18.45114326
30,"Male",12,25
30,"Female",18,21.63461494
30,"Male",12,21.63461494
30,"Female",12,5.769230843
30,"Female",12,20.67307663
29,"Male",11,14.42307663
30,"Female",13,9.615385056
29,"Male",13,25
29,"Male",16,6.923077106
29,"Female",12,13.94230747
30,"Female",16,18.71101952
30,"Male",16,56.22403717
30,"Female",16,5.769230843
29,"Female",13,12.01923084
30,"Male",13,14.42307663
30,"Female",12,14.42307663
30,"Male",14,23.55769157
30,"Male",13,9.615385056
29,"Female",13,11.92307663
30,"Male",12,11.04895115
29,"Female",12,8.653845787
30,"Female",16,19.23077011
29,"Male",16,20.43269157
30,"Male",13,20.76922989
29,"Male",14,23.55769157
30,"Female",16,24.85577011
30,"Male",13,32.05128098
30,"Male",11,35.09615326
29,"Female",12,15.86538506
30,"Male",16,8.935508728
30,"Male",10,10.09615421
29,"Male",14,11.34122276
29,"Male",12,24.03846169
30,"Male",16,39.49160767
30,"Male",12,9.615385056
29,"Male",14,21.99073982
30,"Female",14,12.5
30,"Male",13,16.15384674
29,"Female",12,14.42307663
29,"Female",12,11.74038506
30,"Male",18,25.48077011
29,"Male",12,15.38461494
30,"Female",12,6.525490284
30,"Female",12,9.355509758
30,"Male",13,26.25
30,"Female",6,10.57692337
30,"Male",16,33.65384674
29,"Male",13,25.48077011
29,"Male",14,18.26922989
30,"Female",12,15.38461494
30,"Male",13,18.26922989
30,"Male",11,9.615385056
30,"Male",13,8.012820244
30,"Male",13,20.67307663
30,"Female",16,16.70040512
29,"Female",14,14.42307663
30,"Female",14,9
30,"Female",12,11.05769253
30,"Male",13,16
30,"Male",12,13.70192337
29,"Female",18,22.11538506
30,"Female",16,8.753846169
29,"Male",12,8.846154213
30,"Male",9,9.340659142
30,"Female",13,11.05769253
30,"Male",14,13.46153831
29,"Female",13,14.42307663
30,"Male",16,40.06410217
29,"Male",12,16.66666603
29,"Male",14,33.65384674
29,"Male",13,25
30,"Male",12,24.03846169
30,"Male",14,30.06992912
29,"Female",13,19.71153831
29,"Male",16,15.38461494
30,"Female",13,8.653845787
30,"Female",16,13.46153831
30,"Male",12,51.28205109
30,"Female",14,40.06410217
30,"Female",13,25.48077011
29,"Female",13,14.9572649
29,"Female",14,19.23077011
29,"Female",12,9.807692528
30,"Female",13,11.75213718
29,"Female",13,10.68376064
30,"Male",12,18.13186836
30,"Male",12,14.23076916
30,"Male",12,19.14455223
29,"Male",14,19.23077011
30,"Male",12,22.69230843
29,"Female",12,11.77394009
30,"Male",12,17.3073082
30,"Male",12,26.04166603
30,"Male",14,20.0854702
29,"Male",6,13.84615421
29,"Female",13,11.53846169
29,"Male",14,54.9450531
29,"Male",13,14.10256386
29,"Female",14,16.82692337
30,"Male",14,24.17582512
29,"Male",12,19.23077011
29,"Male",14,26.39999962
29,"Male",13,15.65295124
29,"Male",16,47.11538315
29,"Female",16,17.30769157
29,"Male",16,47.00854874
30,"Male",13,14.42307663
29,"Male",16,21.15384674
30,"Male",16,36.05769348
29,"Female",16,31.25
30,"Male",14,14.42307663
30,"Female",16,23.55769157
29,"Male",13,19.23077011
30,"Female",12,12.36263752
29,"Female",12,9.615385056
29,"Male",14,26.44230843
29,"Male",13,10.57692337
30,"Male",16,32.69326782
30,"Male",16,14.23076916
29,"Female",13,14.17004013
29,"Male",16,14.14027119
29,"Male",16,18.74278831
29,"Female",12,9.615385056
30,"Female",14,25
29,"Female",16,12.01923084
29,"Male",12,32.05128098
29,"Male",13,21.36752129
30,"Female",13,11.53846169
30,"Female",14,9.615385056
29,"Male",16,10.23076916
30,"Male",12,14.42403889
30,"Male",13,33.65384674
30,"Female",16,26.44230843
29,"Male",13,11.53846169
30,"Male",16,26.92307663
29,"Male",12,28.84615326
30,"Female",12,21.63461494
30,"Female",13,5.769230843
29,"Female",12,9.615385056
29,"Female",16,11.09467411
29,"Female",16,20
29,"Male",12,21.36752129
29,"Female",18,33.65384674
30,"Male",12,7.211538315
29,"Female",18,16.82692337
29,"Female",13,13.22115421
29,"Female",13,18.26922989
29,"Female",14,7.692307472
30,"Male",9,11.12451935
30,"Male",18,25.24038506
30,"Female",18,22.59615326
30,"Male",13,17.30769157
29,"Male",16,19.71153831
30,"Male",13,32.69230652
30,"Female",13,18.26922989
30,"Female",10,13.46153831
29,"Male",12,20
30,"Male",11,12.01923084
29,"Female",18,25.64102554
29,"Male",18,10.29411793
29,"Female",12,11.53846169
29,"Female",13,9.615385056
30,"Male",13,11.96581173
30,"Female",13,6.730769157
29,"Male",16,23.55865479
30,"Male",13,43.16239166
30,"Male",12,16.48351669
30,"Male",12,19.23077011
30,"Male",11,31.92307663
30,"Male",14,14.9572649
29,"Female",16,13.46153831
30,"Male",13,13.46153831
29,"Male",13,7.849293709
29,"Female",18,23.55769157
29,"Male",12,12.5
30,"Male",13,18.65384674
30,"Female",14,19.47115326
30,"Male",14,6.490384579
30,"Female",16,31.25
30,"Female",12,12.98076916
29,"Male",11,8.17307663
29,"Male",9,8.17307663
30,"Female",12,9.134614944
30,"Female",16,15
29,"Female",12,21.53846169
30,"Female",12,7.5
30,"Male",11,11.05769253
30,"Male",12,17.52136803
30,"Male",13,17.30769157
30,"Female",12,14.90384579
30,"Male",12,18.75
30,"Male",13,12.36263752
29,"Female",12,6.730769157
29,"Male",12,13.84615421
29,"Male",13,11.05769253
29,"Male",16,8.07692337
30,"Male",14,50.48077011
29,"Female",16,28.84615326
30,"Male",12,17.1404686
29,"Male",13,19.23077011
29,"Male",12,19.23077011
29,"Male",12,21.63461494
29,"Male",12,13.5
29,"Female",9,4.807692528
29,"Male",12,19.23077011
29,"Female",18,24.51922989
29,"Male",16,21.63461494
30,"Female",12,11.05769253
30,"Female",16,18.26922989
30,"Male",12,19.23077011
30,"Female",12,5.692307472
29,"Male",13,38.46154022
29,"Male",14,18.26922989
29,"Male",16,24.03846169
29,"Male",16,25
30,"Female",18,33.65384674
30,"Male",11,21.15384674
30,"Male",12,30.75192261
30,"Male",16,19.36971092
29,"Female",16,12.5
30,"Male",12,19.23077011
29,"Male",13,13.31360912
30,"Male",16,14.42307663
29,"Male",12,16.5
30,"Female",14,28.84615326
30,"Female",10,6.31868124
30,"Male",12,19.23077011
29,"Male",12,16.82692337
30,"Male",13,21.15384674
30,"Male",13,24.03846169
29,"Male",10,20.76922989
30,"Male",13,24.51922989
29,"Male",6,12.98076916
29,"Male",12,8.20512867
29,"Female",12,9.615385056
29,"Female",12,7.211538315
29,"Male",18,35
30,"Male",12,26.44230843
30,"Male",16,26.44230843
29,"Male",16,42.20085526
29,"Female",14,22.59615326
30,"Female",18,17.78846169
30,"Male",16,36.29807663
29,"Female",9,7.25
29,"Male",10,18.26922989
29,"Female",13,27.35042763
30,"Female",14,16.82692337
29,"Female",14,12.02019215
29,"Male",12,21.63461494
29,"Female",13,16.82692337
30,"Male",12,17.30769157
30,"Male",12,12.98076916
29,"Male",11,11.53846169
29,"Male",13,13.69047642
30,"Female",12,8
30,"Male",12,21.36752129
30,"Female",13,12.01923084
29,"Male",12,10.09615421
29,"Female",12,15.86538506
29,"Male",13,16.82692337
30,"Male",14,50
30,"Male",12,19.23077011
29,"Female",14,24.03846169
30,"Male",12,25.96153831
30,"Male",14,14.9572649
29,"Male",14,33.65384674
29,"Male",13,19.61538506
29,"Male",14,27.40384674
30,"Male",12,16.82692337
30,"Male",14,15.68413448
30,"Male",13,19.23077011
29,"Female",13,20.60439491
30,"Female",13,14.42307663
29,"Male",13,26.53846169
30,"Female",12,12.01923084
30,"Male",13,16.82692337
30,"Female",13,26.44230843
30,"Male",12,9.615385056
30,"Male",13,21.63461494
29,"Male",13,29.9145298
29,"Male",13,16.82692337
29,"Male",12,24.03846169
29,"Male",10,12.98076916
29,"Male",16,38.46154022
29,"Male",12,9.615385056
29,"Female",13,16.34615326
30,"Male",12,13.18681335
29,"Male",16,28.84615326
29,"Male",12,27.77777863
29,"Male",16,31.25
29,"Male",16,5.439005375
29,"Male",14,19.23077011
29,"Male",13,10.16483498
29,"Male",18,52.56410217
30,"Male",16,57.69230652
29,"Male",18,13.46153831
29,"Male",12,25.48077011
30,"Male",12,19.23077011
30,"Male",16,13.46153831
30,"Female",14,16.82692337
30,"Male",12,11.53846169
29,"Male",9,7.788461685
29,"Male",12,17.78846169
30,"Male",13,19.93007088
30,"Male",13,10.57692337
30,"Male",12,18.02884674
30,"Male",13,52.88461685
30,"Female",11,9
30,"Male",13,14.42307663
30,"Female",16,17.30769157
29,"Female",12,17.08333397
29,"Female",14,21.97802162
29,"Female",13,15.38461494
29,"Male",12,19.23077011
30,"Female",16,14.9572649
30,"Female",12,14.42307663
30,"Male",12,38.46154022
29,"Female",13,36.05769348
29,"Male",13,13.54166698
30,"Male",12,16.97115326
29,"Female",16,19.71153831
29,"Female",13,14.42307663
29,"Female",16,16.82692337
30,"Female",16,12.01923084
30,"Female",16,24.27884674
29,"Male",16,21.63461494
29,"Female",16,20.19230843
29,"Male",12,9.615385056
30,"Female",12,24.03846169
30,"Female",16,34.61538315
29,"Male",16,32.45192337
30,"Male",13,28.84615326
29,"Male",12,14.42307663
29,"Male",12,12.82051277
30,"Male",18,27.35042763
30,"Male",12,13.87019253
30,"Male",13,25.36057663
30,"Male",12,38.46154022
29,"Female",12,13.46153831
29,"Male",14,17.09401703
29,"Male",6,24.03846169
29,"Male",12,23.36538506
29,"Male",12,23.07692337
29,"Female",12,36.05769348
29,"Male",13,17.69230843
30,"Male",12,23.07692337
30,"Female",13,9.615385056
29,"Female",16,26.70940208
29,"Female",12,13.16586494
29,"Male",13,24.03846169
30,"Male",14,9.615385056
29,"Male",14,18.37606812
30,"Male",12,23.07692337
30,"Male",16,20.48077011
29,"Male",16,33.65384674
29,"Female",16,26.44230843
29,"Female",12,2.48673749
30,"Male",12,11.21794891
29,"Male",16,8.493589401
29,"Female",18,22.43589783
29,"Male",12,24.78632545
30,"Female",18,22.92899323
30,"Male",12,21.63461494
29,"Male",16,36.05769348
30,"Female",8,10.98901081
30,"Female",12,11.53846169
30,"Male",16,20.19230843
29,"Male",12,18.89338684
30,"Male",13,27.77777863
30,"Male",12,7.211538315
29,"Male",13,25.96153831
30,"Male",12,19
30,"Female",18,29.9145298
29,"Male",16,28.84615326
29,"Female",16,19.7368412
29,"Male",13,19.23077011
30,"Female",16,21.63461494
29,"Male",18,29.9145298
30,"Female",14,16.34615326
30,"Male",12,50
29,"Female",13,18.26922989
29,"Male",13,33.65384674
30,"Female",16,25.38461494
30,"Male",12,37.5
30,"Female",16,31.73077011
30,"Male",18,45.67307663
30,"Female",16,65.86538696
30,"Female",12,19.78022003
29,"Female",12,19.23077011
30,"Female",12,15.86538506
29,"Female",13,18.75
30,"Female",12,14.42307663
29,"Male",18,19.23077011
29,"Female",14,29.96794891
29,"Male",12,12.5
29,"Male",13,21.15384674
29,"Female",16,26.44230843
30,"Female",10,9.921875
29,"Female",8,7.596153736
29,"Female",12,5.769230843
29,"Male",12,8.20512867
30,"Male",12,13.46153831
29,"Male",12,9.375
30,"Female",16,28.84615326
29,"Female",13,16.34615326
29,"Male",12,24.03846169
29,"Male",12,9.8039217
29,"Male",12,14.58333302
30,"Male",12,11.53846169
30,"Female",13,13.55769253
29,"Female",13,25.76922989
29,"Female",16,4.807692528
29,"Male",16,4.807692528
30,"Male",12,17.38461494
30,"Male",12,8.391608238
30,"Male",13,18.54395676
30,"Female",14,52.1978035
30,"Female",8,5.917159557
29,"Female",12,15.38461494
29,"Male",13,21.63461494
30,"Male",14,14.42307663
29,"Female",16,11.05769253
30,"Female",12,14.42307663
29,"Male",12,14.94230747
30,"Female",16,14.66346169
30,"Female",16,29.80769157
29,"Female",12,13.18681335
30,"Male",14,20.43269157
30,"Male",16,16.34615326
29,"Female",13,9.134614944
29,"Male",8,22.5
30,"Male",12,22.30769157
30,"Male",13,11.05769253
30,"Female",12,13.18681335
30,"Male",9,15.38461494
29,"Male",9,15.57692337
29,"Female",14,14.42307663
30,"Male",12,28.84615326
30,"Male",12,12.91208744
29,"Female",12,18.19126892
30,"Female",12,13.88888931
30,"Female",13,9.407966614
29,"Female",14,14.42307663
29,"Female",16,11.53846169
29,"Female",18,32.69230652
30,"Female",18,15
29,"Female",16,26.44230843
29,"Female",16,19.71153831
30,"Female",18,27.8125
30,"Male",16,19.23077011
30,"Male",12,15.76923084
29,"Male",18,74.17582703
29,"Female",18,33.65384674
29,"Female",13,10.17307663
30,"Male",13,14.42307663
29,"Male",16,28.84615326
29,"Male",12,17.30769157
29,"Female",12,10
30,"Male",13,15.38461494
29,"Male",13,23.50427437
30,"Male",18,15.38461494
30,"Female",14,12.01923084
29,"Male",13,5.63846159
29,"Male",13,25.64102554
30,"Female",12,16.82692337
29,"Female",14,16.34615326
29,"Male",12,16.34615326
29,"Female",16,14.42307663
29,"Male",14,12.02019215
30,"Female",12,14.31126976
29,"Female",12,7.211538315
29,"Male",16,13.73626328
30,"Male",12,25.88757324
29,"Male",14,19.71153831
29,"Male",12,16.82692337
29,"Male",13,11.53846169
29,"Female",18,14.9572649
30,"Male",13,20.58823586
30,"Female",13,17.30769157
30,"Female",12,14.42307663
29,"Female",13,12.01923084
29,"Female",11,6.143162251
29,"Male",13,22.43589783
30,"Female",14,12.01923084
30,"Male",12,7.211538315
30,"Female",13,13.94230747
30,"Male",11,8.549519539
30,"Female",11,10.22799969
30,"Male",12,25
29,"Female",16,15.38461494
30,"Female",14,15.38461494
29,"Male",12,13.94230747
30,"Male",12,4.812259674
30,"Male",16,26.49572563
29,"Male",13,23.55769157
30,"Male",12,3.846153736
29,"Male",16,17.40384674
29,"Female",16,14
29,"Male",13,11.21794891
30,"Female",13,16.82692337
30,"Male",13,23.4375
29,"Female",13,15.02403831
29,"Male",16,47.00854874
29,"Male",18,27.88461494
30,"Male",12,10.68376064
30,"Female",14,17.78846169
29,"Male",16,59.64952087
29,"Female",12,16.82692337
30,"Female",16,23.55769157
29,"Male",12,10.78431416
30,"Male",14,13.94230747
30,"Male",14,30.76922989
30,"Female",16,19.23077011
30,"Male",13,20.67307663
29,"Male",12,8.17307663
30,"Male",12,14.42307663
30,"Male",13,24.51922989
29,"Female",14,17.11538506
30,"Male",16,75
29,"Female",14,11.05769253
30,"Female",16,28.36538506
30,"Female",16,21.15384674
30,"Female",12,17.30769157
30,"Female",16,45
29,"Female",14,7.692307472
29,"Male",13,7.692307472
29,"Male",16,19.23077011
29,"Male",12,19.23077011
30,"Female",12,17.7514801
30,"Male",18,19.23077011
29,"Female",13,15.86538506
29,"Male",12,24.03846169
30,"Male",16,11.83431911
30,"Male",12,8.653845787
30,"Female",13,20.00048065
30,"Male",14,24.03846169
30,"Male",12,21.63461494
30,"Male",16,33.41880417
30,"Female",16,11.53846169
29,"Female",13,6.581730843
30,"Female",8,8.653845787
29,"Female",18,25.48077011
30,"Male",13,40.38461685
30,"Male",18,24.03846169
30,"Male",12,12.01923084
29,"Male",10,9.615385056
29,"Male",12,10.57692337
30,"Female",16,9.212827682
30,"Female",13,20.67307663
30,"Male",14,14.42307663
29,"Female",13,19.23077011
29,"Female",12,12.01923084
30,"Male",12,25
30,"Female",12,17.78846169
30,"Male",13,32.05128098
29,"Male",16,26.44230843
29,"Male",12,22.5
29,"Female",13,15.49145317
30,"Male",12,12.01923084
29,"Male",12,10.57692337
29,"Female",13,24.72527504
30,"Male",12,14.86013985
29,"Female",11,2.599999905
30,"Male",6,7.211538315
29,"Male",12,24.03846169
29,"Male",16,16.82692337
29,"Female",12,11.53846169
30,"Male",13,14.42307663
30,"Male",9,5
30,"Male",12,23.54788017
30,"Male",13,7.211538315
29,"Female",14,8.653845787
30,"Male",12,6.25
29,"Male",12,8.653845787
30,"Female",16,21.63461494
30,"Male",16,35.09615326
30,"Female",18,23.55769157
29,"Male",16,26.92307663
29,"Male",12,20
30,"Female",18,14.42307663
29,"Male",13,7.5
29,"Male",14,19.23077011
30,"Male",13,38.07769394
30,"Male",12,17.78846169
29,"Female",16,23.07692337
29,"Female",13,15.86538506
30,"Female",12,33.65384674
29,"Male",16,17.71255112
29,"Male",13,5.244755268
30,"Female",13,8.653845787
29,"Male",13,16.82692337
29,"Male",12,3.846153736
30,"Male",13,4.807692528
29,"Female",12,10.98901081
29,"Female",16,21.63461494
30,"Female",14,8.653845787
30,"Female",16,27.40384674
29,"Female",13,28.84615326
30,"Male",13,60.09615326
29,"Male",16,13.46153831
30,"Female",16,19.23077011
30,"Male",16,25
30,"Male",16,51.92307663
30,"Female",12,8.07692337
30,"Female",18,28.84615326
29,"Female",13,21.35135078
30,"Male",16,15.73496532
29,"Female",16,19.23077011
29,"Female",14,17.30769157
30,"Female",16,32.69230652
29,"Female",13,25
29,"Male",13,12.02019215
30,"Male",14,15.38461494
30,"Female",13,18.21862411
29,"Male",14,4.807692528
30,"Female",9,8.791209221
29,"Male",16,23.07692337
30,"Male",6,10.20833302
30,"Female",14,26.92307663
30,"Female",6,8
29,"Male",8,10
29,"Male",16,28.36538506
29,"Female",16,19.23077011
29,"Male",12,12.01923084
30,"Male",13,28.84615326
29,"Male",18,13.18681335
30,"Male",16,45.67307663
30,"Female",16,22.59615326
29,"Male",10,9.846154213
30,"Female",9,8.241758347
30,"Male",6,11.53846169
30,"Female",9,18.26922989
29,"Male",12,10.38461494
29,"Male",11,7.451922894
29,"Male",16,24.03846169
29,"Male",14,19.23077011
29,"Male",12,14.42307663
30,"Female",13,17.78846169
30,"Female",16,24.35897446
30,"Female",16,16.82692337
29,"Male",6,5.769230843
30,"Male",18,16.15384674
29,"Female",18,18.75
29,"Male",13,48.07692337
29,"Female",18,31.73077011
30,"Male",12,11.53846169
29,"Male",13,12.82051277
29,"Male",12,27.77777863
30,"Female",13,20
30,"Male",12,17.8571434
30,"Female",12,11.96581173
29,"Male",12,25.96153831
29,"Female",16,47.00854874
29,"Female",16,15.86538506
29,"Male",14,14.42307663
29,"Male",13,22
29,"Female",9,4.326922894
30,"Male",10,12.01923084
29,"Male",10,21.85314751
30,"Male",13,26.15384674
30,"Female",14,9.960000038
30,"Male",13,9.615385056
29,"Male",9,9.890110016
30,"Male",6,10.41666698
30,"Male",13,8.653845787
29,"Male",12,4.807692528
30,"Male",14,7.692307472
29,"Male",13,18.22222137
30,"Male",12,9.615385056
30,"Female",12,11
30,"Female",12,14.23076916
29,"Female",9,7.211538315
29,"Male",16,33.65384674
29,"Female",12,8.653845787
30,"Male",12,22.59615326
29,"Male",14,36.05769348
29,"Male",14,19.23077011
30,"Female",14,26.17932701
29,"Female",16,31.25
30,"Female",16,21.63461494
29,"Female",16,14.9572649
29,"Male",12,11.25
30,"Male",16,18.18181801
29,"Female",13,15.38461494
30,"Male",14,19.23077011
29,"Female",13,10.57692337
30,"Male",11,16.05769157
29,"Female",16,21.63461494
29,"Male",13,6.966346264
29,"Female",16,26.92307663
30,"Female",13,10.49404716
29,"Male",16,20.83333397
30,"Male",12,9.791666985
30,"Female",13,23.07692337
29,"Male",16,31.49038506
29,"Male",13,21.63461494
30,"Male",13,19.23077011
30,"Male",16,38.46154022
29,"Female",13,16.34615326
29,"Male",16,13.46153831
29,"Male",18,25
29,"Female",16,13.73626328
29,"Female",12,9.615385056
29,"Female",12,27.40384674
30,"Male",12,22.59615326
30,"Male",18,22.25961494
30,"Male",14,31.25
30,"Female",12,21.97802162
29,"Male",12,12.82051277
29,"Male",16,15
29,"Female",16,25.76922989
29,"Female",12,21.15384674
29,"Male",13,9.616346359
30,"Female",16,27.69230843
30,"Female",16,24.72527504
30,"Female",18,12.01923084
30,"Male",12,14.42307663
29,"Male",12,14.42307663
30,"Female",13,25.64102554
29,"Male",14,16.34615326
29,"Female",18,43.26922989
29,"Female",13,19.71153831
30,"Male",16,60.09615326
30,"Female",12,14.42307663
30,"Male",16,32.05128098
30,"Male",13,25.87412643
30,"Female",13,19.23077011
29,"Male",16,20.19230843
30,"Male",12,14.42307663
29,"Female",12,9.081196785
29,"Male",16,21.15384674
30,"Female",16,28.84615326
30,"Female",13,20.5
29,"Male",11,11.97916698
29,"Male",16,13.46153831
30,"Male",12,17.78846169
29,"Female",12,17.5
30,"Male",16,45.67307663
30,"Female",13,10.12095165
30,"Female",12,19.71153831
30,"Female",18,35.09615326
30,"Female",14,10.57692337
30,"Male",12,19.23077011
30,"Male",13,39.74359131
29,"Male",16,14.42307663
30,"Male",16,21.63461494
30,"Male",16,36.05769348
29,"Female",16,11.10281086
30,"Male",16,45.67307663
30,"Female",16,13.94230747
29,"Female",16,31.25
30,"Female",16,9.615385056
29,"Female",16,8.17307663
29,"Female",16,18.75
29,"Female",16,22.22222137
30,"Male",16,17.30769157
30,"Male",16,16.82692337
29,"Female",13,15.86538506
29,"Female",16,25
29,"Male",16,4.807692528
29,"Male",6,17.52136803
30,"Male",16,4.807692528
29,"Male",16,26.92307663
30,"Male",16,35.09615326
30,"Female",16,31.25
29,"Female",12,9.340659142
29,"Female",18,28.84567261
30,"Male",18,55.55555725
29,"Male",16,24.03846169
30,"Female",18,40.86538315
29,"Male",16,25.48077011
30,"Male",16,46.15384674
29,"Male",12,29.23077011
29,"Female",18,28.84615326
29,"Male",14,13.54166698
30,"Male",12,12.98076916
29,"Female",13,16.34615326
30,"Male",13,17.09401703
29,"Male",18,41.66666794
29,"Male",16,48.07692337
30,"Male",13,8.75
29,"Male",16,25.48077011
29,"Male",16,11.1043272
30,"Male",13,17.30769157
29,"Female",12,12.17948723
29,"Male",12,12
30,"Female",13,20.67307663
29,"Male",13,44.23077011
29,"Female",13,16.15384674
30,"Female",16,39.33566284
30,"Female",18,19.23077011
30,"Male",12,12.82051277
30,"Female",12,10.38461494
30,"Female",16,23.55769157
29,"Male",16,23.55769157
29,"Female",12,12.01923084
30,"Male",12,17.30769157
30,"Male",12,24.51922989
30,"Male",13,8.333333015
29,"Male",12,18.98077011
30,"Male",16,37.98077011
30,"Female",12,14.90384579
29,"Female",14,15
30,"Female",13,14.42307663
30,"Male",16,11.15384579
29,"Female",14,5.384615421
30,"Male",14,9.615385056
29,"Female",18,23.07692337
30,"Female",14,15.24807739
30,"Male",18,14.42307663
30,"Female",18,21.63461494
30,"Male",12,8.17307663
29,"Male",12,15.38461494
30,"Male",12,16.92307663
30,"Female",14,14.42307663
30,"Female",16,22.43589783
30,"Female",12,22.77327919
30,"Male",6,9.134614944
30,"Male",12,43.95604324
29,"Male",14,19.23077011
30,"Male",13,42.8571434
30,"Male",13,16.64201164
30,"Female",18,19.71153831
30,"Female",12,11.05769253
30,"Male",11,12.5
30,"Male",12,48.07692337
30,"Female",14,24.72527504
30,"Female",16,25.64102554
29,"Female",13,15.38461494
29,"Male",12,15.38461494
29,"Female",16,22.5
29,"Male",14,33.65384674
29,"Male",12,17.1875
30,"Female",13,15.38461494
30,"Female",12,24.03846169
29,"Female",14,13.94230747
29,"Male",12,11.53846169
29,"Male",14,25
29,"Female",14,14.42307663
29,"Male",14,7.211538315
29,"Male",16,38.46154022
30,"Male",16,30.76922989
29,"Male",13,10.48951054
29,"Male",12,9.615385056
30,"Male",12,9.615385056
29,"Male",13,17.30769157
30,"Male",12,33.65384674
30,"Male",13,38.46154022
30,"Female",14,20.67307663
30,"Male",16,14.42307663
30,"Male",13,11.53846169
29,"Male",14,12.01923084
29,"Male",16,67.30769348
29,"Female",13,33.65384674
29,"Female",18,30.28846169
29,"Male",12,13.46153831
30,"Female",18,14.42307663
30,"Female",16,16.82692337
30,"Male",14,19.23173141
29,"Male",14,15.38461494
30,"Male",16,29.12087822
30,"Female",16,36.05769348
30,"Male",16,19.78022003
29,"Male",12,25.48077011
30,"Female",13,18.26922989
29,"Female",16,16.34615326
29,"Male",16,67.28173065
29,"Male",14,43.26922989
29,"Male",13,42.78845978
29,"Female",14,9.615385056
29,"Female",12,7.211538315
29,"Female",16,12.01923084
29,"Female",12,10.09615421
30,"Male",11,18.45238113
30,"Male",12,3.413461447
30,"Male",11,16.82692337
30,"Female",16,28.84615326
30,"Female",12,12.98076916
30,"Female",12,15.38461494
29,"Female",12,17.30769157
30,"Male",12,13.26923084
