state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed
13,NA,NA,CollegeParkcity,5,0.02,0.38,1,0,0.2,0.03,0.49,0.7,0.47,0.2,0.03,1,0.17,0.72,0.19,0.09,0.23,0.43,0.26,0.15,0.18,0.35,0.24,0.16,0.13,0.2,0.34,0.04,0.62,0.31,0.43,0.26,0.54
22,NA,NA,Westwegocity,5,0,0.44,0.3,0.72,0.04,0.05,0.42,0.51,0.33,0.4,0.02,1,0.11,0.41,0.29,0.16,0.55,0.54,0.47,0.1,0.1,0.12,0.13,0.12,0.15,0.19,0.3,0.02,0.63,0.99,0.88,0.04,0.55
44,7,59000,Providencecity,5,0.24,0.48,0.29,0.54,0.36,0.29,0.62,0.69,0.59,0.42,0.25,1,0.17,0.38,0.21,0.36,0.49,0.8,0.39,0.21,0.23,0.28,0.2,0.13,0.13,0.2,0.24,0.31,0.61,0.57,0.66,0.34,0.61
23,11,2100,Augustacity,5,0.02,0.31,0.01,0.98,0.05,0.01,0.35,0.44,0.29,0.55,0,0,0.23,0.44,0.23,0.48,0.53,0.43,0.54,0.29,0.28,0.26,0.31,0.12,0.32,0.06,0.16,0.02,0.33,0.49,0.44,0.25,0.32
41,NA,NA,OregonCitycity,5,0.01,0.45,0.01,0.96,0.07,0.04,0.44,0.5,0.33,0.34,0.02,1,0.28,0.62,0.2,0.41,0.4,0.21,0.46,0.27,0.24,0.23,0,0.29,0.13,0.28,0.34,0.01,0.23,0.21,0.32,0.19,0.16
23,11,80740,Watervillecity,5,0.01,0.42,0.01,0.98,0.03,0.01,0.7,0.66,0.64,0.53,0,0,0.18,0.37,0.16,0.43,0.62,0.61,0.47,0.22,0.23,0.22,0.4,0.19,0.24,0.33,0.45,0.02,0.42,0.42,0.44,0.35,0.49
21,NA,NA,Winchestercity,5,0.01,0.39,0.19,0.85,0.01,0.01,0.4,0.48,0.29,0.47,0,0,0.16,0.43,0.59,0.31,0.56,0.51,0.51,0.17,0.19,0.19,0.24,0.24,0.08,0.02,0.12,0.03,0.57,0.67,0.66,0.17,0.38
39,49,37772,Jacksontownship,5,0.02,0.46,0.06,0.95,0.04,0.01,0.44,0.46,0.3,0.31,0.03,0.87,0.38,0.66,0.32,0.48,0.39,0.25,0.59,0.38,0.31,0.3,0.21,0.2,0.07,0.52,0.5,0.02,0.18,0.19,0.34,0.21,0.18
44,7,51760,NorthProvidencetown,5,0.04,0.32,0.02,0.96,0.07,0.03,0.28,0.45,0.3,0.63,0.05,1,0.34,0.51,0.13,0.54,0.6,0.22,0.52,0.38,0.39,0.38,0.37,0.16,0.28,0.27,0.38,0.02,0.16,0.35,0.51,0.32,0.37
42,77,72632,SouthWhitehalltownship,5,0.01,0.52,0.01,0.96,0.11,0.02,0.26,0.22,0.13,0.64,0.02,0.85,0.53,0.5,0.25,0.8,0.57,0.1,0.56,0.53,0.52,0.51,0.41,0.16,0.41,0.92,0.61,0,0.03,0.3,0.34,0.51,0.1
6,NA,NA,UnionCitycity,5,0.07,0.84,0.17,0.14,1,0.46,0.49,0.54,0.34,0.19,0.09,1,0.58,0.85,0.2,0.43,0.21,0.47,0.3,0.53,0.33,0.39,0.41,0.34,0.31,0.34,0.41,0.03,0.16,0.32,0.38,0.32,0.25
34,13,75815,Veronatownship,5,0.01,0.34,0.03,0.93,0.17,0.04,0.23,0.31,0.19,0.67,0.02,1,0.72,0.52,0.12,0.78,0.67,0.07,0.62,0.76,0.76,0.74,0.5,0,0.7,0.37,0.52,0,0.03,0.09,0.16,0.69,0.09
25,23,30210,Hinghamtown,5,0.02,0.55,0.01,0.98,0.05,0.01,0.41,0.38,0.28,0.4,0.03,0.95,0.8,0.64,0.12,0.73,0.45,0.18,0.52,0.77,0.71,0.69,0.73,0.24,0.62,0.54,0.56,0,0.05,0.04,0.07,0.79,0.36
46,35,43100,Mitchellcity,5,0.01,0.32,0,0.97,0.02,0,0.42,0.45,0.32,0.58,0,0,0.14,0.42,0.97,0.55,0.7,0.36,0.31,0.2,0.17,0.17,0.01,0.08,0.16,0.26,0.25,0.02,0.38,0.49,0.42,0.23,0.26
39,NA,NA,Urbanacity,5,0,0.37,0.14,0.88,0.03,0.02,0.41,0.44,0.33,0.53,0,0,0.25,0.44,0.21,0.42,0.56,0.42,0.6,0.3,0.25,0.24,0.23,0.24,0.4,0.47,0.57,0.01,0.3,0.27,0.45,0.18,0.46
13,NA,NA,Valdostacity,5,0.05,0.52,0.85,0.32,0.05,0.02,0.64,0.67,0.56,0.33,0,0,0.17,0.56,0.24,0.28,0.42,0.61,0.37,0.2,0.21,0.34,0.15,0.13,0.42,0.14,0.41,0.08,0.63,0.39,0.53,0.33,0.49
37,NA,NA,Grahamcity,5,0,0.32,0.31,0.74,0.02,0.02,0.33,0.44,0.29,0.56,0.02,1,0.21,0.52,0,0.3,0.58,0.28,0.39,0.25,0.24,0.25,0.23,0.29,0.09,0.47,0.29,0.01,0.31,0.45,0.59,0.19,0.14
55,75,49300,Marinettecity,5,0,0.33,0,0.99,0.01,0.01,0.36,0.4,0.24,0.58,0,0,0.16,0.36,0.14,0.51,0.72,0.44,0.57,0.2,0.18,0.17,0,0.06,0.23,0.13,0.11,0.01,0.32,0.33,0.42,0.18,0.48
34,21,60900,Princetonborough,5,0,0.97,0.17,0.74,0.43,0.09,1,1,1,0.31,0,0,0.52,0.59,0.07,0.81,0.47,0.11,0.47,0.69,0.56,0.63,0.27,0.19,0.17,0.18,0.26,0.01,0.25,0.24,0.18,1,0.15
37,NA,NA,Thomasvillecity,5,0.01,0.33,0.54,0.56,0.01,0.01,0.43,0.5,0.35,0.54,0.03,1,0.17,0.5,0.18,0.21,0.55,0.35,0.25,0.19,0.2,0.23,0.21,0.12,0.41,0.05,0.26,0.02,0.34,0.67,0.76,0.14,0.26
5,NA,NA,Rogerscity,5,0.02,0.38,0,0.97,0.05,0.03,0.36,0.45,0.27,0.54,0,0,0.24,0.46,0.45,0.48,0.57,0.17,0.48,0.25,0.26,0.25,0,0.24,0.28,0.31,0.34,0.02,0.22,0.28,0.38,0.23,0.15
8,NA,NA,Sterlingcity,5,0,0.31,0,0.91,0.01,0.2,0.47,0.46,0.32,0.55,0,0,0.14,0.38,1,0.45,0.59,0.33,0.35,0.16,0.17,0.17,0.49,0.16,0.09,0.13,0.17,0.01,0.44,0.33,0.38,0.2,0.25
6,NA,NA,Lynwoodcity,5,0.08,1,0.46,0,0.13,1,0.65,0.72,0.5,0.12,0.1,1,0.24,0.59,0.09,0.07,0.25,0.82,0.28,0.19,0.07,0.07,0.26,0.1,0.17,0.18,0.22,0.12,0.58,1,1,0.04,0.87
34,31,79460,WestMilfordtownship,6,0.02,0.64,0.02,0.96,0.05,0.04,0.39,0.44,0.25,0.18,0,0,0.68,0.82,0.19,0.59,0.26,0.1,0.26,0.61,0.48,0.47,0.36,0.43,0.36,0.2,0.41,0.01,0.11,0.17,0.24,0.4,0.25
55,133,84250,Waukeshacity,6,0.08,0.45,0.01,0.93,0.08,0.11,0.44,0.57,0.36,0.28,0.09,1,0.4,0.7,0.14,0.66,0.36,0.23,0.39,0.41,0.33,0.33,0.27,0.13,0.26,0.28,0.31,0.03,0.15,0.2,0.24,0.4,0.14
1,NA,NA,Opelikacity,6,0.02,0.45,0.76,0.38,0.08,0,0.47,0.53,0.34,0.38,0.03,0.98,0.23,0.53,0.11,0.28,0.47,0.4,0.33,0.27,0.24,0.34,0.19,0.01,0.17,0.04,0.26,0.04,0.55,0.52,0.52,0.3,0.44
6,NA,NA,LaMesacity,6,0.07,0.24,0.06,0.86,0.19,0.18,0.27,0.5,0.34,0.58,0.08,1,0.32,0.48,0.23,0.56,0.52,0.3,0.64,0.35,0.4,0.4,0.33,0.28,0.28,0.35,0.39,0.04,0.23,0.12,0.21,0.38,0.28
53,NA,NA,Bellinghamcity,6,0.07,0.34,0.02,0.91,0.17,0.04,0.63,0.71,0.68,0.43,0.08,1,0.22,0.5,0.19,0.58,0.45,0.29,0.49,0.29,0.29,0.28,0.16,0.21,0.29,0.18,0.31,0.07,0.44,0.17,0.24,0.45,0.27
37,NA,NA,Durhamcity,6,0.2,0.33,0.89,0.26,0.12,0.02,0.49,0.65,0.48,0.35,0.22,1,0.26,0.65,0.19,0.4,0.37,0.34,0.37,0.31,0.32,0.44,0.26,0.21,0.27,0.3,0.37,0.17,0.39,0.3,0.36,0.57,0.26
6,NA,NA,Herculescity,6,0.01,0.71,0.25,0.08,1,0.19,0.4,0.42,0.21,0.11,0.03,1,0.73,0.96,0.15,0.59,0.06,0.21,0.21,0.65,0.47,0.55,0.51,0.27,0.38,0.48,0.52,0,0.04,0.13,0.14,0.56,0.24
39,113,21000,Daytoncity,6,0.28,0.36,0.79,0.36,0.04,0.01,0.47,0.55,0.41,0.43,0.29,1,0.13,0.34,0.11,0.27,0.52,0.76,0.61,0.16,0.16,0.2,0.21,0.18,0.23,0.17,0.35,0.42,0.71,0.37,0.55,0.18,0.71
39,153,74944,Stowcity,6,0.03,0.49,0.02,0.96,0.1,0.01,0.37,0.43,0.25,0.28,0.04,1,0.46,0.73,0.24,0.64,0.31,0.1,0.49,0.45,0.38,0.36,0.34,0.16,0.59,0.06,0.4,0.01,0.07,0.12,0.22,0.49,0.14
44,5,49960,Newportcity,6,0.03,0.37,0.16,0.83,0.09,0.05,0.5,0.65,0.52,0.41,0.04,1,0.31,0.52,0.28,0.54,0.44,0.44,0.64,0.35,0.38,0.39,0.27,0.21,0.25,0.24,0.35,0.03,0.32,0.2,0.26,0.52,0.36
51,NA,NA,Herndontown,6,0.01,0.6,0.19,0.66,0.53,0.18,0.38,0.57,0.31,0.05,0.03,1,0.7,1,0.23,0.56,0.05,0.06,0.17,0.64,0.49,0.52,0.39,0.2,0.28,0.41,0.52,0,0.07,0.17,0.19,0.62,0.09
48,NA,NA,Coppellcity,6,0.01,0.52,0.04,0.84,0.33,0.11,0.24,0.42,0.12,0,0,0,0.78,1,0.55,0.62,0,0.01,0.08,0.71,0.6,0.61,0.41,0.18,0.35,0.34,0.56,0,0.05,0.06,0.06,0.77,0.07
6,NA,NA,Indiocity,6,0.04,0.84,0.08,0.3,0.1,1,0.55,0.66,0.45,0.24,0.06,1,0.24,0.61,0.39,0.2,0.33,0.55,0.33,0.19,0.14,0.2,0.16,0.17,0.24,0.2,0.23,0.07,0.56,1,0.86,0.13,0.66
9,11,52350,NewLondontown,6,0.03,0.44,0.33,0.59,0.13,0.22,0.7,0.8,0.72,0.39,0.05,1,0.24,0.51,0,0.41,0.5,0.49,0.44,0.26,0.27,0.3,0.26,0.15,0.22,0.23,0.29,0.03,0.4,0.38,0.42,0.28,0.52
25,13,36300,Longmeadowtown,6,0.01,0.56,0.02,0.95,0.15,0.01,0.48,0.33,0.27,0.48,0.02,1,0.85,0.6,0.41,0.86,0.49,0.1,0.55,0.83,0.83,0.82,0.58,0,0.43,0.33,1,0,0.04,0.07,0.07,0.85,0.17
6,NA,NA,Albanycity,6,0.01,0.24,0.12,0.55,1,0.15,0.22,0.39,0.2,0.41,0.03,1,0.38,0.56,0.19,0.72,0.37,0.17,0.41,0.39,0.45,0.5,0.45,0.16,0.29,0.3,0.42,0.01,0.24,0.1,0.11,0.91,0.13
37,NA,NA,Burlingtoncity,6,0.05,0.3,0.44,0.64,0.05,0.01,0.35,0.43,0.28,0.58,0.06,1,0.25,0.57,0.16,0.41,0.6,0.27,0.44,0.28,0.32,0.38,0.21,0.19,0.22,0.33,0.39,0.03,0.25,0.4,0.51,0.3,0.17
39,5,2568,Ashlandcity,6,0.02,0.43,0.03,0.96,0.06,0.01,0.55,0.54,0.46,0.5,0,0,0.21,0.48,0.27,0.51,0.55,0.29,0.6,0.24,0.23,0.21,0.27,0.28,0.88,0.18,0.31,0.02,0.31,0.24,0.4,0.28,0.4
6,NA,NA,Glendoracity,6,0.06,0.58,0.02,0.83,0.34,0.28,0.41,0.44,0.27,0.32,0.08,1,0.57,0.67,0.29,0.52,0.34,0.25,0.41,0.55,0.46,0.46,0.4,0.3,0.36,0.39,0.5,0.02,0.12,0.15,0.27,0.35,0.23
6,NA,NA,Sunnyvalecity,6,0.17,0.32,0.07,0.57,1,0.24,0.24,0.52,0.27,0.33,0.19,1,0.57,0.76,0.23,0.65,0.29,0.21,0.39,0.58,0.59,0.64,0.47,0.27,0.42,0.39,0.49,0.05,0.11,0.16,0.2,0.6,0.21
42,29,77344,Tredyffrintownship,6,0.03,0.33,0.08,0.91,0.13,0.01,0.27,0.38,0.23,0.39,0.04,0.93,0.82,0.78,0.46,0.91,0.32,0.05,0.43,0.91,1,1,0.41,0.19,0.62,1,1,0,0.03,0.05,0.06,0.97,0.08
22,NA,NA,NewIberiacity,6,0.04,0.55,0.65,0.45,0.12,0.04,0.49,0.5,0.32,0.4,0,0,0.11,0.35,0.19,0.24,0.51,0.7,0.35,0.11,0.12,0.18,0.13,0.17,0.11,0.64,0.36,0.08,0.76,0.82,0.76,0.14,0.91
49,NA,NA,Midvalecity,6,0,0.4,0.01,0.81,0.24,0.28,0.51,0.71,0.53,0.34,0.02,1,0.16,0.53,0.14,0.31,0.46,0.47,0.51,0.15,0.15,0.15,0.39,0.07,0.16,0.22,0.25,0.02,0.55,0.29,0.45,0.2,0.45
6,NA,NA,Livermorecity,6,0.08,0.49,0.03,0.84,0.28,0.18,0.39,0.49,0.28,0.2,0.09,1,0.62,0.78,0.23,0.58,0.24,0.21,0.45,0.58,0.49,0.49,0.35,0.29,0.38,0.33,0.42,0.03,0.12,0.1,0.18,0.44,0.22
55,87,38800,Kaukaunacity,6,0,0.49,0,0.96,0.11,0.01,0.37,0.47,0.24,0.43,0.02,1,0.32,0.52,0.3,0.67,0.56,0.27,0.52,0.32,0.23,0.23,0.07,0.14,0.06,0.31,0.19,0.01,0.19,0.4,0.37,0.15,0.29
56,NA,NA,Evanstoncity,6,0,0.65,0,0.96,0.02,0.09,0.5,0.49,0.23,0.15,0,0,0.32,0.75,0.34,0.41,0.24,0.27,0.14,0.31,0.26,0.25,0,0.14,0.12,0.2,0.3,0.01,0.23,0.15,0.22,0.25,0.27
45,NA,NA,Greenwoodcity,6,0.02,0.4,0.84,0.33,0.02,0.01,0.56,0.58,0.48,0.54,0,0,0.12,0.37,0.19,0.24,0.64,0.54,0.46,0.14,0.15,0.25,0.15,0.32,0.17,0.23,0.27,0.04,0.61,0.66,0.76,0.21,0.5
18,NA,NA,Noblesvillecity,6,0.01,0.44,0.02,0.98,0.04,0.01,0.39,0.48,0.26,0.3,0,0,0.41,0.69,0.5,0.52,0.34,0.17,0.33,0.46,0.42,0.4,0.44,0.08,0.48,1,0.64,0.01,0.19,0.23,0.31,0.47,0.12
25,21,39765,Medfieldtown,6,0,0.66,0.01,0.98,0.05,0.01,0.36,0.36,0.24,0.24,0.02,0.91,0.9,0.83,0.12,0.84,0.29,0.05,0.4,0.88,0.72,0.68,1,0,1,0,0.18,0,0.03,0.06,0.09,0.81,0.22
29,NA,NA,Columbiacity,6,0.09,0.45,0.19,0.78,0.25,0.02,0.94,0.98,1,0.24,0.11,1,0.17,0.67,0.59,0.53,0.26,0.22,0.27,0.31,0.25,0.27,0.18,0.2,0.18,0.22,0.35,0.12,0.59,0.17,0.2,0.74,0.28
48,NA,NA,ElPasocity,6,0.81,0.73,0.07,0.65,0.07,1,0.58,0.6,0.4,0.26,0.81,1,0.2,0.62,0.2,0.27,0.37,0.47,0.48,0.17,0.15,0.16,0.26,0.14,0.22,0.2,0.23,1,0.67,0.77,0.61,0.25,0.66
48,NA,NA,Lancastercity,6,0.02,0.55,0.58,0.47,0.03,0.15,0.42,0.49,0.27,0.28,0.03,1,0.33,0.72,0.5,0.3,0.33,0.21,0.29,0.33,0.25,0.29,0.27,0.2,0.14,0.22,0.33,0.02,0.26,0.32,0.41,0.26,0.32
25,21,4930,Bellinghamtown,6,0.01,0.59,0.02,0.97,0.04,0.02,0.41,0.51,0.3,0.23,0.01,0.52,0.56,0.78,0.21,0.51,0.32,0.26,0.38,0.54,0.37,0.35,0.43,0.24,0.29,0.05,0.37,0,0.08,0.18,0.32,0.3,0.4
34,29,43140,Manchestertownship,6,0.04,0.07,0.06,0.94,0.03,0.03,0.08,0.03,0.01,1,0.05,0.88,0.18,0,0.08,0.81,1,0.12,1,0.24,0.33,0.32,0.36,0.67,0.25,0.5,0.43,0.01,0.11,0.46,0.6,0.14,0.42
8,NA,NA,Longmontcity,6,0.07,0.43,0.01,0.89,0.07,0.2,0.38,0.45,0.25,0.29,0.08,1,0.34,0.68,0.37,0.5,0.33,0.2,0.35,0.35,0.3,0.3,0.31,0.19,0.23,0.22,0.26,0.04,0.2,0.21,0.25,0.32,0.36
48,NA,NA,Gatesvillecity,6,0,1,0.48,0.49,0.01,0.22,0.36,0.8,0.54,0.36,0,0,0.14,0.33,1,0.33,0.79,0.34,0.73,0.18,0.05,0.11,0.08,0.14,0.14,0.08,0.14,0.01,0.34,0.48,0.69,0.09,0.58
34,25,42990,Manalapantownship,6,0.03,0.7,0.06,0.9,0.22,0.05,0.44,0.36,0.24,0.43,0.04,0.88,0.76,0.61,0.34,0.73,0.52,0.09,0.48,0.72,0.54,0.54,0.38,0.47,0.44,0.26,0.49,0.01,0.05,0.17,0.23,0.52,0.24
34,39,51810,NewProvidenceborough,6,0,0.46,0.01,0.92,0.3,0.05,0.23,0.33,0.2,0.44,0.02,1,0.84,0.7,0.32,0.87,0.44,0.08,0.57,0.83,0.85,0.83,1,0.13,0.61,0.39,0.6,0,0.05,0.16,0.14,0.8,0.11
25,17,24925,Framinghamtown,6,0.09,0.41,0.07,0.85,0.18,0.15,0.36,0.56,0.38,0.37,0.1,1,0.52,0.7,0.25,0.57,0.37,0.26,0.44,0.58,0.52,0.52,0.42,0.23,0.53,0.26,0.39,0.03,0.15,0.17,0.22,0.59,0.4
6,NA,NA,Arcatacity,6,0.01,0.36,0.02,0.88,0.16,0.09,0.86,0.98,1,0.29,0,0,0.11,0.55,0.35,0.49,0.34,0.42,0.34,0.22,0.19,0.19,0.16,0.18,0.09,0.17,0.23,0.03,0.75,0.16,0.23,0.6,0.63
47,NA,NA,Springfieldcity,6,0,0.44,0.59,0.54,0.01,0.01,0.39,0.46,0.3,0.53,0,0,0.17,0.51,0.57,0.24,0.66,0.64,0.42,0.2,0.21,0.27,0.15,0,0.56,0.16,1,0.02,0.52,0.68,0.71,0.15,0.37
37,NA,NA,Edencity,6,0.01,0.3,0.36,0.71,0.02,0.01,0.34,0.38,0.25,0.64,0,0,0.16,0.34,0.16,0.25,0.71,0.37,0.64,0.18,0.2,0.22,0.18,0.11,0.12,0.13,0.46,0.02,0.42,0.71,0.75,0.12,0.28
12,NA,NA,PompanoBeachcity,6,0.1,0.23,0.56,0.54,0.03,0.1,0.18,0.32,0.18,0.85,0.11,1,0.3,0.24,0.15,0.54,0.77,0.25,0.52,0.32,0.42,0.55,0.17,1,0.34,0.34,0.45,0.1,0.42,0.33,0.45,0.28,0.39
55,71,81325,TwoRiverscity,6,0,0.37,0,0.97,0.08,0.01,0.38,0.4,0.25,0.54,0,0,0.23,0.43,0.15,0.67,0.59,0.34,0.44,0.26,0.24,0.24,0.44,0.15,0.1,0.2,0.11,0.01,0.23,0.36,0.41,0.16,0.25
34,5,47880,Moorestowntownship,6,0.01,0.49,0.11,0.87,0.15,0.02,0.34,0.33,0.21,0.53,0.02,0.89,0.71,0.65,0.28,0.81,0.51,0.09,0.56,0.75,0.88,0.85,0.51,0.13,1,0.09,1,0,0.06,0.17,0.19,0.74,0.13
11,1,50000,Washingtoncity,6,0.96,0.32,1,0,0.11,0.1,0.39,0.56,0.41,0.41,0.96,1,0.32,0.56,0.17,0.37,0.33,0.43,0.53,0.33,0.47,0.98,0.32,0.24,0.38,0.33,0.45,0.88,0.44,0.33,0.46,0.54,0.44
42,77,23584,Emmausborough,6,0,0.3,0.01,0.99,0.04,0.01,0.27,0.37,0.24,0.65,0.02,1,0.36,0.4,0.21,0.75,0.67,0.15,0.67,0.39,0.38,0.37,0.29,0.32,0.23,0.19,0.45,0,0.1,0.37,0.4,0.29,0.27
55,133,59250,Oconomowoccity,6,0,0.42,0,1,0.01,0.01,0.37,0.4,0.22,0.51,0,0,0.37,0.51,0.07,0.68,0.56,0.11,0.44,0.38,0.31,0.3,0.92,0.15,0.1,0.64,0.26,0,0.08,0.21,0.26,0.33,0.09
6,NA,NA,SanCarloscity,6,0.03,0.29,0.02,0.87,0.37,0.12,0.2,0.27,0.14,0.52,0.04,1,0.71,0.55,0.17,0.76,0.45,0.1,0.59,0.73,0.79,0.78,0.71,0.35,0.54,0.56,0.74,0.01,0.06,0.08,0.12,0.58,0.09
42,71,46896,Manheimtownship,6,0.03,0.47,0.02,0.95,0.11,0.02,0.29,0.27,0.16,0.64,0.04,0.91,0.49,0.54,0.48,0.79,0.54,0.12,0.62,0.48,0.5,0.49,0.29,0.18,0.31,0.22,0.35,0.01,0.05,0.25,0.28,0.53,0.08
54,NA,NA,Moundsvillecity,6,0,0.37,0.02,0.98,0.01,0.02,0.37,0.38,0.26,0.63,0.02,1,0.14,0.22,0.05,0.43,0.76,0.48,0.85,0.15,0.17,0.16,0.17,0.06,0.05,0,0.32,0.01,0.44,0.49,0.62,0.12,0.62
55,25,48000,Madisoncity,6,0.29,0.34,0.08,0.86,0.24,0.04,0.63,0.78,0.71,0.27,0.3,1,0.29,0.71,0.36,0.71,0.29,0.24,0.34,0.4,0.34,0.35,0.2,0.16,0.17,0.24,0.33,0.26,0.42,0.13,0.14,0.69,0.17
28,NA,NA,Pascagoulacity,6,0.03,0.44,0.42,0.65,0.05,0.02,0.49,0.52,0.35,0.36,0.04,1,0.22,0.46,0.23,0.39,0.46,0.49,0.4,0.23,0.23,0.27,0.15,0.09,0.26,0.22,0.27,0.04,0.52,0.31,0.45,0.25,0.49
42,29,14712,Coatesvillecity,6,0,0.47,0.78,0.35,0.03,0.09,0.43,0.49,0.31,0.51,0.02,1,0.22,0.38,0,0.3,0.6,0.57,0.73,0.22,0.18,0.25,0.2,0.11,0.18,0.15,0.26,0.02,0.48,0.34,0.57,0.14,0.43
21,NA,NA,Newportcity,6,0.01,0.41,0.07,0.94,0.02,0.01,0.45,0.55,0.35,0.4,0.03,1,0.12,0.37,0.2,0.27,0.56,0.59,0.37,0.13,0.13,0.13,0.18,0.07,0.18,0.36,0.41,0.04,0.69,0.75,0.82,0.11,0.6
12,NA,NA,MiamiSpringscity,6,0.01,0.41,0.04,0.89,0.12,0.78,0.29,0.35,0.2,0.51,0.02,1,0.33,0.6,0.2,0.48,0.45,0.17,0.54,0.37,0.35,0.35,0.25,0.34,0.22,0.33,0.4,0.01,0.25,0.3,0.39,0.3,0.41
6,NA,NA,Escondidocity,6,0.16,0.5,0.03,0.78,0.23,0.43,0.37,0.53,0.34,0.4,0.17,1,0.35,0.52,0.38,0.47,0.46,0.36,0.5,0.35,0.33,0.34,0.27,0.16,0.32,0.21,0.26,0.11,0.29,0.34,0.37,0.28,0.38
6,NA,NA,Hawthornecity,6,0.1,0.43,0.55,0.12,0.67,0.58,0.4,0.66,0.42,0.21,0.11,1,0.32,0.72,0.12,0.24,0.2,0.45,0.23,0.32,0.3,0.36,0.36,0.26,0.31,0.27,0.33,0.09,0.36,0.37,0.45,0.24,0.43
29,NA,NA,Bridgetoncity,6,0.01,0.42,0.07,0.92,0.08,0.02,0.35,0.4,0.25,0.44,0.03,1,0.44,0.68,0.4,0.7,0.45,0.06,0.56,0.47,0.42,0.4,0.37,0.11,0.37,0.43,0.33,0,0.06,0.22,0.31,0.37,0.13
6,NA,NA,ChulaVistacity,6,0.2,0.53,0.09,0.51,0.55,0.69,0.42,0.54,0.36,0.37,0.21,1,0.34,0.57,0.1,0.41,0.42,0.49,0.68,0.34,0.31,0.34,0.31,0.2,0.31,0.29,0.35,0.12,0.25,0.33,0.41,0.27,0.37
6,NA,NA,PalmDesertcity,6,0.02,0.2,0.02,0.87,0.11,0.25,0.24,0.31,0.2,0.82,0.04,1,0.42,0.32,0.13,0.59,0.71,0.12,0.6,0.47,0.72,0.74,0.33,0.25,0.34,0.27,0.32,0.01,0.18,0.13,0.22,0.37,0.22
6,NA,NA,SanJosecity,6,1,0.69,0.09,0.43,1,0.49,0.43,0.57,0.36,0.2,1,1,0.57,0.77,0.2,0.48,0.24,0.43,0.32,0.54,0.4,0.47,0.37,0.23,0.32,0.29,0.36,0.65,0.24,0.37,0.39,0.4,0.33
25,17,45560,Newtoncity,6,0.12,0.52,0.04,0.89,0.28,0.03,0.43,0.52,0.42,0.47,0.13,1,0.79,0.63,0.33,0.82,0.45,0.12,0.42,0.83,0.82,0.82,0.53,0.13,0.41,0.21,0.64,0.03,0.1,0.12,0.12,0.94,0.2
55,79,73725,Shorewoodvillage,6,0.01,0.18,0.03,0.95,0.1,0.03,0.23,0.39,0.2,0.55,0.02,1,0.38,0.53,0.31,0.78,0.51,0.1,0.37,0.52,0.6,0.59,0.25,0.18,0.44,0.41,0.47,0.01,0.15,0.11,0.11,0.89,0.11
40,NA,NA,Claremorecity,6,0.01,0.4,0.05,0.7,0.04,0.03,0.41,0.46,0.29,0.49,0,0,0.2,0.46,0.4,0.38,0.49,0.27,0.37,0.23,0.22,0.23,0.19,0.16,0.1,0.04,0.16,0.02,0.41,0.32,0.43,0.23,0.31
6,NA,NA,SanJacintocity,6,0.01,0.46,0.02,0.62,0.06,0.62,0.33,0.4,0.24,0.75,0.03,1,0.15,0.11,0.08,0.34,0.86,0.77,0.7,0.14,0.14,0.16,0.17,0.12,0.27,0.19,0.21,0.02,0.42,0.57,0.69,0.1,0.54
48,NA,NA,Robstowncity,6,0,0.93,0.04,0.42,0.01,1,0.62,0.57,0.38,0.36,0,0,0.08,0.35,0.53,0.07,0.59,1,0.22,0.07,0.02,0.04,0.15,0,0,0.13,0.18,0.04,0.99,1,1,0.08,0.85
37,NA,NA,Carytown,6,0.05,0.41,0.11,0.85,0.23,0.03,0.32,0.52,0.26,0.1,0.07,1,0.57,0.92,0.36,0.68,0.11,0.04,0.23,0.58,0.53,0.53,0.4,0.41,0.41,0.43,0.57,0.01,0.07,0.04,0.06,0.8,0.08
6,NA,NA,LaQuintacity,6,0,0.54,0.04,0.69,0.09,0.49,0.3,0.43,0.21,0.31,0.02,0.93,0.46,0.56,0.38,0.43,0.34,0.29,0.37,0.44,0.5,0.58,0.16,0.11,0.26,0.26,0.29,0.01,0.16,0.23,0.31,0.33,0.37
39,61,71892,Sharonvillecity,6,0,0.3,0.04,0.95,0.09,0.01,0.3,0.47,0.28,0.37,0.02,1,0.41,0.64,0.21,0.64,0.39,0.12,0.51,0.42,0.41,0.39,0.44,0,0.39,0,0.68,0,0.13,0.23,0.33,0.34,0.07
49,NA,NA,SaltLakeCitycity,6,0.24,0.31,0.03,0.81,0.29,0.18,0.4,0.56,0.38,0.46,0.25,1,0.18,0.5,0.26,0.48,0.49,0.31,0.44,0.23,0.29,0.3,0.21,0.09,0.19,0.2,0.24,0.23,0.43,0.16,0.28,0.49,0.33
12,NA,NA,Venicecity,6,0.01,0.03,0.02,0.98,0.02,0.01,0,0,0,1,0.03,1,0.27,0,0.31,0.86,1,0.16,1,0.28,0.51,0.5,0.06,0.24,0.4,0.02,0.41,0.01,0.14,0.21,0.32,0.37,0.21
